question_id,topic,question_text,choice_A,choice_B,choice_C,choice_D,choice_E,choice_F,answer,question_type,nb_choices,nb_comments,url,page,explanation
300,1,"MJTelco Case Study -

Company Overview -
MJTelco is a startup that plans to build networks in rapidly growing, underserved markets around the world. The company has patents for innovative optical communications hardware. Based on these patents, they can create many reliable, high-speed backbone links with inexpensive hardware.

Company Background -
Founded by experienced telecom executives, MJTelco uses technologies originally developed to overcome communications challenges in space. Fundamental to their operation, they need to create a distributed data infrastructure that drives real-time analysis and incorporates machine learning to continuously optimize their topologies. Because their hardware is inexpensive, they plan to overdeploy the network allowing them to account for the impact of dynamic regional politics on location availability and cost.
Their management and operations teams are situated all around the globe creating many-to-many relationship between data consumers and provides in their system. After careful consideration, they decided public cloud is the perfect environment to support their needs.

Solution Concept -
MJTelco is running a successful proof-of-concept (PoC) project in its labs. They have two primary needs:
✑ Scale and harden their PoC to support significantly more data flows generated when they ramp to more than 50,000 installations.
Refine their machine-learning cycles to verify and improve the dynamic models they use to control topology definition.
//IMG//

MJTelco will also use three separate operating environments `"" development/test, staging, and production `"" to meet the needs of running experiments, deploying new features, and serving production customers.

Business Requirements -
✑ Scale up their production environment with minimal cost, instantiating resources when and where needed in an unpredictable, distributed telecom user community.
✑ Ensure security of their proprietary data to protect their leading-edge machine learning and analysis.
✑ Provide reliable and timely access to data for analysis from distributed research workers
✑ Maintain isolated environments that support rapid iteration of their machine-learning models without affecting their customers.

Technical Requirements -
Ensure secure and efficient transport and storage of telemetry data
Rapidly scale instances to support between 10,000 and 100,000 data providers with multiple flows each.
Allow analysis and presentation against data tables tracking up to 2 years of data storing approximately 100m records/day
Support rapid iteration of monitoring infrastructure focused on awareness of data pipeline problems both in telemetry flows and in production learning cycles.

CEO Statement -
Our business model relies on our patents, analytics and dynamic machine learning. Our inexpensive hardware is organized to be highly reliable, which gives us cost advantages. We need to quickly stabilize our large distributed data pipelines to meet our reliability and capacity commitments.

CTO Statement -
Our public cloud services must operate as advertised. We need resources that scale and keep our data secure. We also need environments in which our data scientists can carefully study and quickly adapt our models. Because we rely on automation to process our data, we also need our development and test environments to work as we iterate.

CFO Statement -
The project is too large for us to maintain the hardware and software required for the data and analysis. Also, we cannot afford to staff an operations team to monitor so many data feeds, so we will rely on automation and infrastructure. Google Cloud's machine learning will allow our quantitative researchers to work on our high-value problems instead of problems with our data pipelines.
You need to compose visualization for operations teams with the following requirements:
✑ Telemetry must include data from all 50,000 installations for the most recent 6 weeks (sampling once every minute)
✑ The report must not be more than 3 hours delayed from live data.
✑ The actionable report should only show suboptimal links.
✑ Most suboptimal links should be sorted to the top.
Suboptimal links can be grouped and filtered by regional geography.
//IMG//

✑ User response time to load the report must be <5 seconds.
You create a data source to store the last 6 weeks of data, and create visualizations that allow viewers to see multiple date ranges, distinct geographic regions, and unique installation types. You always show the latest data without any changes to your visualizations. You want to avoid creating and updating new visualizations each month. What should you do?","Look through the current data and compose a series of charts and tables, one for each possible combination of criteria.",Look through the current data and compose a small set of generalized charts and tables bound to criteria filters that allow value selection.,"Export the data to a spreadsheet, compose a series of charts and tables, one for each possible combination of criteria, and spread them across multiple tabs.","Load the data into relational database tables, write a Google App Engine application that queries all rows, summarizes the data across each criteria, and then renders results using the Google Charts and visualization API.",,,B,single,4,21,https://www.examtopics.com/discussions/google/view/17264-exam-professional-data-engineer-topic-1-question-81/,60,"The correct answer is B because it provides a scalable and efficient approach to visualizing data without the need for constant updates or creating numerous charts for every possible scenario. By using generalized charts and tables bound to criteria filters, users can dynamically select and view different combinations of data, such as date ranges, geographic regions, and installation types, without altering the visualizations each month. This method ensures that the latest data is always displayed and meets the requirement of a user response time of less than 5 seconds. In contrast, option A would require a cumbersome number of static charts, option C involves manual updates and lacks automation, and option D is overly complex for the task, potentially impacting performance and response time."
301,1,"MJTelco Case Study -

Company Overview -
MJTelco is a startup that plans to build networks in rapidly growing, underserved markets around the world. The company has patents for innovative optical communications hardware. Based on these patents, they can create many reliable, high-speed backbone links with inexpensive hardware.

Company Background -
Founded by experienced telecom executives, MJTelco uses technologies originally developed to overcome communications challenges in space. Fundamental to their operation, they need to create a distributed data infrastructure that drives real-time analysis and incorporates machine learning to continuously optimize their topologies. Because their hardware is inexpensive, they plan to overdeploy the network allowing them to account for the impact of dynamic regional politics on location availability and cost.
Their management and operations teams are situated all around the globe creating many-to-many relationship between data consumers and provides in their system. After careful consideration, they decided public cloud is the perfect environment to support their needs.

Solution Concept -
MJTelco is running a successful proof-of-concept (PoC) project in its labs. They have two primary needs:
✑ Scale and harden their PoC to support significantly more data flows generated when they ramp to more than 50,000 installations.
✑ Refine their machine-learning cycles to verify and improve the dynamic models they use to control topology definition.
MJTelco will also use three separate operating environments `"" development/test, staging, and production `"" to meet the needs of running experiments, deploying new features, and serving production customers.

Business Requirements -
✑ Scale up their production environment with minimal cost, instantiating resources when and where needed in an unpredictable, distributed telecom user community.
✑ Ensure security of their proprietary data to protect their leading-edge machine learning and analysis.
✑ Provide reliable and timely access to data for analysis from distributed research workers
✑ Maintain isolated environments that support rapid iteration of their machine-learning models without affecting their customers.

Technical Requirements -
Ensure secure and efficient transport and storage of telemetry data
Rapidly scale instances to support between 10,000 and 100,000 data providers with multiple flows each.
Allow analysis and presentation against data tables tracking up to 2 years of data storing approximately 100m records/day
Support rapid iteration of monitoring infrastructure focused on awareness of data pipeline problems both in telemetry flows and in production learning cycles.

CEO Statement -
Our business model relies on our patents, analytics and dynamic machine learning. Our inexpensive hardware is organized to be highly reliable, which gives us cost advantages. We need to quickly stabilize our large distributed data pipelines to meet our reliability and capacity commitments.

CTO Statement -
Our public cloud services must operate as advertised. We need resources that scale and keep our data secure. We also need environments in which our data scientists can carefully study and quickly adapt our models. Because we rely on automation to process our data, we also need our development and test environments to work as we iterate.

CFO Statement -
The project is too large for us to maintain the hardware and software required for the data and analysis. Also, we cannot afford to staff an operations team to monitor so many data feeds, so we will rely on automation and infrastructure. Google Cloud's machine learning will allow our quantitative researchers to work on our high-value problems instead of problems with our data pipelines.
Given the record streams MJTelco is interested in ingesting per day, they are concerned about the cost of Google BigQuery increasing. MJTelco asks you to provide a design solution. They require a single large data table called tracking_table. Additionally, they want to minimize the cost of daily queries while performing fine-grained analysis of each day's events. They also want to use streaming ingestion. What should you do?",Create a table called tracking_table and include a DATE column.,Create a partitioned table called tracking_table and include a TIMESTAMP column.,Create sharded tables for each day following the pattern tracking_table_YYYYMMDD.,Create a table called tracking_table with a TIMESTAMP column to represent the day.,,,B,single,4,13,https://www.examtopics.com/discussions/google/view/17263-exam-professional-data-engineer-topic-1-question-82/,61,"The correct answer is B. Creating a partitioned table called tracking_table with a TIMESTAMP column is optimal for MJTelco's needs. Partitioning by date allows for efficient querying and cost management, as it enables the system to scan only the relevant partitions rather than the entire dataset, reducing query costs. Including a TIMESTAMP column provides the granularity needed for fine-grained analysis of each day's events. In contrast, option A lacks partitioning, which would lead to higher costs due to scanning the entire table. Option C, sharding tables by day, complicates management and querying, while option D does not utilize partitioning, resulting in less efficient queries."
302,1,"Flowlogistic Case Study -

Company Overview -
Flowlogistic is a leading logistics and supply chain provider. They help businesses throughout the world manage their resources and transport them to their final destination. The company has grown rapidly, expanding their offerings to include rail, truck, aircraft, and oceanic shipping.

Company Background -
The company started as a regional trucking company, and then expanded into other logistics market. Because they have not updated their infrastructure, managing and tracking orders and shipments has become a bottleneck. To improve operations, Flowlogistic developed proprietary technology for tracking shipments in real time at the parcel level. However, they are unable to deploy it because their technology stack, based on Apache Kafka, cannot support the processing volume. In addition, Flowlogistic wants to further analyze their orders and shipments to determine how best to deploy their resources.

Solution Concept -
Flowlogistic wants to implement two concepts using the cloud:
✑ Use their proprietary technology in a real-time inventory-tracking system that indicates the location of their loads
✑ Perform analytics on all their orders and shipment logs, which contain both structured and unstructured data, to determine how best to deploy resources, which markets to expand info. They also want to use predictive analytics to learn earlier when a shipment will be delayed.

Existing Technical Environment -
Flowlogistic architecture resides in a single data center:
✑ Databases
- 8 physical servers in 2 clusters
- SQL Server `"" user data, inventory, static data
- 3 physical servers
- Cassandra `"" metadata, tracking messages
10 Kafka servers `"" tracking message aggregation and batch insert
✑ Application servers `"" customer front end, middleware for order/customs
- 60 virtual machines across 20 physical servers
- Tomcat `"" Java services
- Nginx `"" static content
- Batch servers
✑ Storage appliances
- iSCSI for virtual machine (VM) hosts
- Fibre Channel storage area network (FC SAN) `"" SQL server storage
Network-attached storage (NAS) image storage, logs, backups
✑ 10 Apache Hadoop /Spark servers
- Core Data Lake
- Data analysis workloads
✑ 20 miscellaneous servers
- Jenkins, monitoring, bastion hosts,

Business Requirements -
✑ Build a reliable and reproducible environment with scaled panty of production.
✑ Aggregate data in a centralized Data Lake for analysis
✑ Use historical data to perform predictive analytics on future shipments
✑ Accurately track every shipment worldwide using proprietary technology
✑ Improve business agility and speed of innovation through rapid provisioning of new resources
✑ Analyze and optimize architecture for performance in the cloud
✑ Migrate fully to the cloud if all other requirements are met

Technical Requirements -
✑ Handle both streaming and batch data
✑ Migrate existing Hadoop workloads
✑ Ensure architecture is scalable and elastic to meet the changing demands of the company.
✑ Use managed services whenever possible
✑ Encrypt data flight and at rest
Connect a VPN between the production data center and cloud environment

SEO Statement -
We have grown so quickly that our inability to upgrade our infrastructure is really hampering further growth and efficiency. We are efficient at moving shipments around the world, but we are inefficient at moving data around.
We need to organize our information so we can more easily understand where our customers are and what they are shipping.

CTO Statement -
IT has never been a priority for us, so as our data has grown, we have not invested enough in our technology. I have a good staff to manage IT, but they are so busy managing our infrastructure that I cannot get them to do the things that really matter, such as organizing our data, building the analytics, and figuring out how to implement the CFO' s tracking technology.

CFO Statement -
Part of our competitive advantage is that we penalize ourselves for late shipments and deliveries. Knowing where out shipments are at all times has a direct correlation to our bottom line and profitability. Additionally, I don't want to commit capital to building out a server environment.
Flowlogistic's management has determined that the current Apache Kafka servers cannot handle the data volume for their real-time inventory tracking system.
You need to build a new system on Google Cloud Platform (GCP) that will feed the proprietary tracking software. The system must be able to ingest data from a variety of global sources, process and query in real-time, and store the data reliably. Which combination of GCP products should you choose?","Cloud Pub/Sub, Cloud Dataflow, and Cloud Storage","Cloud Pub/Sub, Cloud Dataflow, and Local SSD","Cloud Pub/Sub, Cloud SQL, and Cloud Storage","Cloud Load Balancing, Cloud Dataflow, and Cloud Storage","Cloud Dataflow, Cloud SQL, and Cloud Storage",,A,single,5,22,https://www.examtopics.com/discussions/google/view/17262-exam-professional-data-engineer-topic-1-question-83/,61,"The correct answer is A. Cloud Pub/Sub, Cloud Dataflow, and Cloud Storage because this combination effectively addresses the requirements for real-time data ingestion, processing, and reliable storage. Cloud Pub/Sub is a scalable, fully-managed messaging service that can handle the ingestion of data from various global sources in real-time, making it suitable for Flowlogistic's needs. Cloud Dataflow provides a unified stream and batch data processing service, which is essential for processing and querying the data in real-time. Finally, Cloud Storage offers durable and scalable storage for the processed data, ensuring it is stored reliably. This combination leverages managed services that are scalable and elastic, aligning with Flowlogistic's technical requirements."
303,1,"After migrating ETL jobs to run on BigQuery, you need to verify that the output of the migrated jobs is the same as the output of the original. You've loaded a table containing the output of the original job and want to compare the contents with output from the migrated job to show that they are identical. The tables do not contain a primary key column that would enable you to join them together for comparison.
What should you do?",Select random samples from the tables using the RAND() function and compare the samples.,Select random samples from the tables using the HASH() function and compare the samples.,Use a Dataproc cluster and the BigQuery Hadoop connector to read the data from each table and calculate a hash from non-timestamp columns of the table after sorting. Compare the hashes of each table.,Create stratified random samples using the OVER() function and compare equivalent samples from each table.,,,C,single,4,19,https://www.examtopics.com/discussions/google/view/16835-exam-professional-data-engineer-topic-1-question-84/,61,"The correct answer is C because it provides a comprehensive method to ensure that the entire datasets from both the original and migrated ETL jobs are identical. By using a Dataproc cluster with the BigQuery Hadoop connector, you can read the data from each table, sort it, and calculate a hash based on non-timestamp columns. This approach ensures that all rows and columns are considered in the comparison, providing a reliable verification of data integrity. In contrast, options A and B, which involve selecting random samples, do not guarantee a complete comparison of the datasets. Option D, while suggesting stratified sampling, still relies on samples rather than a full dataset comparison, which may miss discrepancies."
304,1,"You are a head of BI at a large enterprise company with multiple business units that each have different priorities and budgets. You use on-demand pricing for
BigQuery with a quota of 2K concurrent on-demand slots per project. Users at your organization sometimes don't get slots to execute their query and you need to correct this. You'd like to avoid introducing new projects to your account.
What should you do?",Convert your batch BQ queries into interactive BQ queries.,Create an additional project to overcome the 2K on-demand per-project quota.,Switch to flat-rate pricing and establish a hierarchical priority model for your projects.,Increase the amount of concurrent slots per project at the Quotas page at the Cloud Console.,,,C,single,4,8,https://www.examtopics.com/discussions/google/view/83115-exam-professional-data-engineer-topic-1-question-85/,61,"The correct answer is C. Switching to flat-rate pricing allows you to purchase a dedicated pool of slots that can be shared across projects, eliminating the per-project quota limitation of 2K concurrent on-demand slots. This approach also enables you to establish a hierarchical priority model, ensuring that critical queries from different business units are prioritized according to their importance. Option A, converting batch queries to interactive, does not address the slot limitation issue. Option B, creating an additional project, is not desired as per the requirements. Option D, increasing the concurrent slots per project, is not feasible because the quota is a fixed limit for on-demand pricing."
305,1,"You have an Apache Kafka cluster on-prem with topics containing web application logs. You need to replicate the data to Google Cloud for analysis in BigQuery and Cloud Storage. The preferred replication method is mirroring to avoid deployment of Kafka Connect plugins.
What should you do?",Deploy a Kafka cluster on GCE VM Instances. Configure your on-prem cluster to mirror your topics to the cluster running in GCE. Use a Dataproc cluster or Dataflow job to read from Kafka and write to GCS.,Deploy a Kafka cluster on GCE VM Instances with the Pub/Sub Kafka connector configured as a Sink connector. Use a Dataproc cluster or Dataflow job to read from Kafka and write to GCS.,Deploy the Pub/Sub Kafka connector to your on-prem Kafka cluster and configure Pub/Sub as a Source connector. Use a Dataflow job to read from Pub/Sub and write to GCS.,Deploy the Pub/Sub Kafka connector to your on-prem Kafka cluster and configure Pub/Sub as a Sink connector. Use a Dataflow job to read from Pub/Sub and write to GCS.,,,A,single,4,18,https://www.examtopics.com/discussions/google/view/17173-exam-professional-data-engineer-topic-1-question-86/,61,"The correct answer is A because it aligns with the requirement to use mirroring for replication without deploying Kafka Connect plugins. By setting up a Kafka cluster on Google Compute Engine (GCE) VM Instances, you can configure your on-premises Kafka cluster to mirror topics directly to the GCE Kafka cluster. This approach avoids the need for Kafka Connect and its plugins, which are not preferred in this scenario. Once the data is mirrored to the GCE Kafka cluster, you can use a Dataproc cluster or a Dataflow job to process and transfer the data to Google Cloud Storage (GCS) and analyze it in BigQuery. Choices B, C, and D involve using Kafka Connect plugins, which contradicts the requirement to avoid them."
306,1,"You've migrated a Hadoop job from an on-prem cluster to dataproc and GCS. Your Spark job is a complicated analytical workload that consists of many shuffling operations and initial data are parquet files (on average 200-400 MB size each). You see some degradation in performance after the migration to Dataproc, so you'd like to optimize for it. You need to keep in mind that your organization is very cost-sensitive, so you'd like to continue using Dataproc on preemptibles (with 2 non-preemptible workers only) for this workload.
What should you do?",Increase the size of your parquet files to ensure them to be 1 GB minimum.,Switch to TFRecords formats (appr. 200MB per file) instead of parquet files.,"Switch from HDDs to SSDs, copy initial data from GCS to HDFS, run the Spark job and copy results back to GCS.","Switch from HDDs to SSDs, override the preemptible VMs configuration to increase the boot disk size.",,,D,single,4,65,https://www.examtopics.com/discussions/google/view/16572-exam-professional-data-engineer-topic-1-question-87/,62,"The correct answer is D because using SSDs instead of HDDs can significantly improve the performance of Spark jobs, especially those with heavy shuffling operations, by reducing I/O latency and increasing data throughput. Increasing the boot disk size on preemptible VMs ensures that there is sufficient space for temporary data storage during job execution, which is crucial for handling large shuffles efficiently. Option A, increasing parquet file size, might help with reducing the number of files but does not address the I/O bottleneck caused by HDDs. Option B, switching to TFRecords, does not inherently improve performance for Spark jobs and may introduce compatibility issues. Option C involves unnecessary data movement between GCS and HDFS, which can add overhead and cost without addressing the underlying I/O performance issue."
307,1,"Your team is responsible for developing and maintaining ETLs in your company. One of your Dataflow jobs is failing because of some errors in the input data, and you need to improve reliability of the pipeline (incl. being able to reprocess all failing data).
What should you do?","Add a filtering step to skip these types of errors in the future, extract erroneous rows from logs.","Add a tryג€¦ catch block to your DoFn that transforms the data, extract erroneous rows from logs.","Add a tryג€¦ catch block to your DoFn that transforms the data, write erroneous rows to Pub/Sub PubSub directly from the DoFn.","Add a tryג€¦ catch block to your DoFn that transforms the data, use a sideOutput to create a PCollection that can be stored to Pub/Sub later.",,,D,single,4,17,https://www.examtopics.com/discussions/google/view/79771-exam-professional-data-engineer-topic-1-question-88/,62,"The correct answer is D because using a sideOutput in your DoFn allows you to capture and separate erroneous data from the main data processing pipeline without interrupting the flow of valid data. By creating a PCollection for the erroneous rows, you can handle them separately, such as storing them in Pub/Sub for further analysis or reprocessing. This approach enhances the reliability of the pipeline by ensuring that errors do not cause the entire job to fail and allows for easy reprocessing of the failing data. In contrast, options A and B do not provide a systematic way to handle and reprocess erroneous data, while option C lacks the flexibility and separation provided by sideOutputs, as it directly writes errors to Pub/Sub within the DoFn."
308,1,"You're training a model to predict housing prices based on an available dataset with real estate properties. Your plan is to train a fully connected neural net, and you've discovered that the dataset contains latitude and longitude of the property. Real estate professionals have told you that the location of the property is highly influential on price, so you'd like to engineer a feature that incorporates this physical dependency.
What should you do?",Provide latitude and longitude as input vectors to your neural net.,Create a numeric column from a feature cross of latitude and longitude.,"Create a feature cross of latitude and longitude, bucketize it at the minute level and use L1 regularization during optimization.","Create a feature cross of latitude and longitude, bucketize it at the minute level and use L2 regularization during optimization.",,,C,single,4,19,https://www.examtopics.com/discussions/google/view/79337-exam-professional-data-engineer-topic-1-question-89/,62,"The correct answer is C because creating a feature cross of latitude and longitude and bucketizing it at the minute level allows the model to capture the granularity of location-specific effects on housing prices. This approach effectively transforms the continuous geographic coordinates into discrete categories, which can help the model learn complex interactions between location and price. Using L1 regularization during optimization encourages sparsity in the model, which can help in selecting the most relevant location features by penalizing less important ones, thus reducing overfitting. While option A simply uses raw latitude and longitude, it might not capture complex location interactions as effectively. Options B and D do not specifically address the sparsity and feature selection benefits provided by L1 regularization."
309,1,"Your company is using WILDCARD tables to query data across multiple tables with similar names. The SQL statement is currently failing with the following error:
//IMG//

Which table name will make the SQL statement work correctly?",'bigquery-public-data.noaa_gsod.gsod',bigquery-public-data.noaa_gsod.gsod*,'bigquery-public-data.noaa_gsod.gsod'*,'bigquery-public-data.noaa_gsod.gsod*`,,,D,single,4,19,https://www.examtopics.com/discussions/google/view/79679-exam-professional-data-engineer-topic-1-question-9/,62,"The correct answer is D. 'bigquery-public-data.noaa_gsod.gsod*` because when using WILDCARD tables in BigQuery, the table name pattern must be enclosed in backticks and should end with an asterisk (*) to indicate that it should match multiple tables with similar names. Choice A does not use a wildcard, so it would not match multiple tables. Choice B lacks the necessary backticks around the table name pattern, which are required for BigQuery to interpret it correctly as a wildcard pattern. Choice C incorrectly places the asterisk outside the backticks, which would not be recognized as a wildcard pattern. Therefore, only choice D correctly uses both the backticks and the asterisk to query across multiple tables."
310,1,"You are deploying MariaDB SQL databases on GCE VM Instances and need to configure monitoring and alerting. You want to collect metrics including network connections, disk IO and replication status from MariaDB with minimal development effort and use StackDriver for dashboards and alerts.
What should you do?",Install the OpenCensus Agent and create a custom metric collection application with a StackDriver exporter.,Place the MariaDB instances in an Instance Group with a Health Check.,Install the StackDriver Logging Agent and configure fluentd in_tail plugin to read MariaDB logs.,Install the StackDriver Agent and configure the MySQL plugin.,,,D,single,4,27,https://www.examtopics.com/discussions/google/view/17260-exam-professional-data-engineer-topic-1-question-90/,62,"The correct choice is D. Install the StackDriver Agent and configure the MySQL plugin because the StackDriver Agent (now known as the Google Cloud Operations Suite) provides out-of-the-box support for monitoring MySQL databases, which is compatible with MariaDB. This plugin can collect essential metrics such as network connections, disk IO, and replication status with minimal development effort. Choice A, involving OpenCensus, would require more custom development work to create a metric collection application. Choice B, using an Instance Group with a Health Check, is more about ensuring availability rather than detailed monitoring. Choice C, using the StackDriver Logging Agent with fluentd, focuses on log collection rather than real-time metric monitoring."
311,1,"You work for a bank. You have a labelled dataset that contains information on already granted loan application and whether these applications have been defaulted. You have been asked to train a model to predict default rates for credit applicants.
What should you do?",Increase the size of the dataset by collecting additional data.,Train a linear regression to predict a credit default risk score.,Remove the bias from the data and collect applications that have been declined loans.,Match loan applicants with their social profiles to enable feature engineering.,,,B,single,4,41,https://www.examtopics.com/discussions/google/view/17256-exam-professional-data-engineer-topic-1-question-91/,63,"The correct answer is B. Train a linear regression to predict a credit default risk score. In this scenario, you have a labeled dataset with information on loan applications and their default status, which makes it suitable for a supervised learning approach. Linear regression can be used to predict a continuous outcome, such as a risk score, which can then be used to assess the likelihood of default. While increasing the dataset size (Choice A) or removing bias (Choice C) might improve model performance, they do not directly address the task of predicting default rates. Matching loan applicants with social profiles (Choice D) could enhance feature engineering, but it raises privacy concerns and may not be necessary if the current dataset is sufficient for training an effective model."
312,1,"You need to migrate a 2TB relational database to Google Cloud Platform. You do not have the resources to significantly refactor the application that uses this database and cost to operate is of primary concern.
Which service do you select for storing and serving your data?",Cloud Spanner,Cloud Bigtable,Cloud Firestore,Cloud SQL,,,D,single,4,11,https://www.examtopics.com/discussions/google/view/17257-exam-professional-data-engineer-topic-1-question-92/,63,"Cloud SQL is the correct choice for migrating a 2TB relational database to Google Cloud Platform when cost and minimal refactoring are primary concerns. It is a fully-managed relational database service that supports popular database engines like MySQL, PostgreSQL, and SQL Server, making it compatible with existing applications that rely on these databases. This minimizes the need for significant refactoring. In contrast, Cloud Spanner is more suitable for globally distributed databases with high scalability requirements, which might be unnecessary and more costly for a 2TB database. Cloud Bigtable and Cloud Firestore are NoSQL databases, which would require significant changes to the application to accommodate their data models, making them less suitable for this scenario."
313,1,"You're using Bigtable for a real-time application, and you have a heavy load that is a mix of read and writes. You've recently identified an additional use case and need to perform hourly an analytical job to calculate certain statistics across the whole database. You need to ensure both the reliability of your production application as well as the analytical workload.
What should you do?",Export Bigtable dump to GCS and run your analytical job on top of the exported files.,"Add a second cluster to an existing instance with a multi-cluster routing, use live-traffic app profile for your regular workload and batch-analytics profile for the analytics workload.","Add a second cluster to an existing instance with a single-cluster routing, use live-traffic app profile for your regular workload and batch-analytics profile for the analytics workload.",Increase the size of your existing cluster twice and execute your analytics workload on your new resized cluster.,,,C,single,4,25,https://www.examtopics.com/discussions/google/view/79773-exam-professional-data-engineer-topic-1-question-93/,63,"The correct answer is C because adding a second cluster to an existing Bigtable instance with single-cluster routing allows you to separate the analytical workload from the real-time application workload. This setup ensures that the analytical job does not interfere with the performance and reliability of the production application by isolating the workloads. Using different app profiles for live-traffic and batch-analytics helps in managing and optimizing the routing of requests to the appropriate cluster. Option A is less efficient as exporting data to GCS and running analytics on exported files introduces additional overhead and latency. Option B, with multi-cluster routing, might not provide the necessary isolation between workloads. Option D, simply increasing the cluster size, does not separate the workloads and could still impact the performance of the real-time application."
314,1,You are designing an Apache Beam pipeline to enrich data from Cloud Pub/Sub with static reference data from BigQuery. The reference data is small enough to fit in memory on a single worker. The pipeline should write enriched results to BigQuery for analysis. Which job type and transforms should this pipeline use?,"Batch job, PubSubIO, side-inputs","Streaming job, PubSubIO, JdbcIO, side-outputs","Streaming job, PubSubIO, BigQueryIO, side-inputs","Streaming job, PubSubIO, BigQueryIO, side-outputs",,,C,single,4,21,https://www.examtopics.com/discussions/google/view/16841-exam-professional-data-engineer-topic-1-question-94/,63,"The correct answer is C. Streaming job, PubSubIO, BigQueryIO, side-inputs. This choice is appropriate because the pipeline is designed to process real-time data from Cloud Pub/Sub, which requires a streaming job. PubSubIO is used to read from Cloud Pub/Sub, and BigQueryIO is used to write the enriched results to BigQuery. Since the reference data from BigQuery is small enough to fit in memory, side-inputs are an efficient way to provide this static data to each worker for enrichment purposes. Side-outputs are not relevant here because the task involves enriching data, not splitting it into multiple outputs."
315,1,You have a data pipeline that writes data to Cloud Bigtable using well-designed row keys. You want to monitor your pipeline to determine when to increase the size of your Cloud Bigtable cluster. Which two actions can you take to accomplish this? (Choose two.),Review Key Visualizer metrics. Increase the size of the Cloud Bigtable cluster when the Read pressure index is above 100.,Review Key Visualizer metrics. Increase the size of the Cloud Bigtable cluster when the Write pressure index is above 100.,Monitor the latency of write operations. Increase the size of the Cloud Bigtable cluster when there is a sustained increase in write latency.,Monitor storage utilization. Increase the size of the Cloud Bigtable cluster when utilization increases above 70% of max capacity.,Monitor latency of read operations. Increase the size of the Cloud Bigtable cluster of read operations take longer than 100 ms.,,C|D,multiple,5,24,https://www.examtopics.com/discussions/google/view/16842-exam-professional-data-engineer-topic-1-question-95/,63,"The correct answers are C and D because they focus on key performance indicators that directly impact the need for scaling a Cloud Bigtable cluster. Monitoring the latency of write operations (C) is crucial because a sustained increase in write latency indicates that the cluster may be struggling to handle the current workload, suggesting a need for more resources. Similarly, monitoring storage utilization (D) is important because when utilization exceeds 70% of max capacity, it can lead to performance degradation and indicates that the cluster may need to be resized to accommodate future growth. Choices A and B, which focus on Key Visualizer metrics, do not directly correlate with immediate performance issues, while choice E's specific latency threshold may not be universally applicable."
316,1,"You want to analyze hundreds of thousands of social media posts daily at the lowest cost and with the fewest steps.
You have the following requirements:
✑ You will batch-load the posts once per day and run them through the Cloud Natural Language API.
✑ You will extract topics and sentiment from the posts.
✑ You must store the raw posts for archiving and reprocessing.
✑ You will create dashboards to be shared with people both inside and outside your organization.
You need to store both the data extracted from the API to perform analysis as well as the raw social media posts for historical archiving. What should you do?",Store the social media posts and the data extracted from the API in BigQuery.,Store the social media posts and the data extracted from the API in Cloud SQL.,"Store the raw social media posts in Cloud Storage, and write the data extracted from the API into BigQuery.","Feed to social media posts into the API directly from the source, and write the extracted data from the API into BigQuery.",,,C,single,4,25,https://www.examtopics.com/discussions/google/view/16843-exam-professional-data-engineer-topic-1-question-96/,64,"The correct answer is C because it efficiently separates the storage of raw data from processed data, optimizing both cost and functionality. Cloud Storage is a cost-effective solution for archiving large volumes of raw social media posts, allowing for easy retrieval and reprocessing when needed. BigQuery, on the other hand, is designed for large-scale data analysis and is well-suited for storing and querying the structured data extracted by the Cloud Natural Language API. This setup allows for efficient data processing and analysis while maintaining a low-cost storage solution for raw data. Choices A and B do not optimize storage costs and scalability as effectively as choice C, and choice D does not address the requirement to store raw posts for archiving."
317,1,"You store historic data in Cloud Storage. You need to perform analytics on the historic data. You want to use a solution to detect invalid data entries and perform data transformations that will not require programming or knowledge of SQL.
What should you do?",Use Cloud Dataflow with Beam to detect errors and perform transformations.,Use Cloud Dataprep with recipes to detect errors and perform transformations.,Use Cloud Dataproc with a Hadoop job to detect errors and perform transformations.,Use federated tables in BigQuery with queries to detect errors and perform transformations.,,,B,single,4,26,https://www.examtopics.com/discussions/google/view/16109-exam-professional-data-engineer-topic-1-question-97/,64,"The correct answer is B. Use Cloud Dataprep with recipes to detect errors and perform transformations. Cloud Dataprep is a visual data preparation tool that allows users to clean, transform, and enrich data without requiring programming or SQL knowledge. It provides an intuitive interface where users can create ""recipes"" to automate data transformations and detect invalid data entries. In contrast, Cloud Dataflow (A) and Cloud Dataproc (C) typically require programming skills, and federated tables in BigQuery (D) involve writing SQL queries, which does not align with the requirement of not needing programming or SQL knowledge."
