question_id,topic,question_text,choice_A,choice_B,choice_C,choice_D,choice_E,choice_F,answer,question_type,nb_choices,nb_comments,url,page,explanation
300,1,"MJTelco Case Study -

Company Overview -
MJTelco is a startup that plans to build networks in rapidly growing, underserved markets around the world. The company has patents for innovative optical communications hardware. Based on these patents, they can create many reliable, high-speed backbone links with inexpensive hardware.

Company Background -
Founded by experienced telecom executives, MJTelco uses technologies originally developed to overcome communications challenges in space. Fundamental to their operation, they need to create a distributed data infrastructure that drives real-time analysis and incorporates machine learning to continuously optimize their topologies. Because their hardware is inexpensive, they plan to overdeploy the network allowing them to account for the impact of dynamic regional politics on location availability and cost.
Their management and operations teams are situated all around the globe creating many-to-many relationship between data consumers and provides in their system. After careful consideration, they decided public cloud is the perfect environment to support their needs.

Solution Concept -
MJTelco is running a successful proof-of-concept (PoC) project in its labs. They have two primary needs:
✑ Scale and harden their PoC to support significantly more data flows generated when they ramp to more than 50,000 installations.
Refine their machine-learning cycles to verify and improve the dynamic models they use to control topology definition.
//IMG//

MJTelco will also use three separate operating environments `"" development/test, staging, and production `"" to meet the needs of running experiments, deploying new features, and serving production customers.

Business Requirements -
✑ Scale up their production environment with minimal cost, instantiating resources when and where needed in an unpredictable, distributed telecom user community.
✑ Ensure security of their proprietary data to protect their leading-edge machine learning and analysis.
✑ Provide reliable and timely access to data for analysis from distributed research workers
✑ Maintain isolated environments that support rapid iteration of their machine-learning models without affecting their customers.

Technical Requirements -
Ensure secure and efficient transport and storage of telemetry data
Rapidly scale instances to support between 10,000 and 100,000 data providers with multiple flows each.
Allow analysis and presentation against data tables tracking up to 2 years of data storing approximately 100m records/day
Support rapid iteration of monitoring infrastructure focused on awareness of data pipeline problems both in telemetry flows and in production learning cycles.

CEO Statement -
Our business model relies on our patents, analytics and dynamic machine learning. Our inexpensive hardware is organized to be highly reliable, which gives us cost advantages. We need to quickly stabilize our large distributed data pipelines to meet our reliability and capacity commitments.

CTO Statement -
Our public cloud services must operate as advertised. We need resources that scale and keep our data secure. We also need environments in which our data scientists can carefully study and quickly adapt our models. Because we rely on automation to process our data, we also need our development and test environments to work as we iterate.

CFO Statement -
The project is too large for us to maintain the hardware and software required for the data and analysis. Also, we cannot afford to staff an operations team to monitor so many data feeds, so we will rely on automation and infrastructure. Google Cloud's machine learning will allow our quantitative researchers to work on our high-value problems instead of problems with our data pipelines.
You need to compose visualization for operations teams with the following requirements:
✑ Telemetry must include data from all 50,000 installations for the most recent 6 weeks (sampling once every minute)
✑ The report must not be more than 3 hours delayed from live data.
✑ The actionable report should only show suboptimal links.
✑ Most suboptimal links should be sorted to the top.
Suboptimal links can be grouped and filtered by regional geography.
//IMG//

✑ User response time to load the report must be <5 seconds.
You create a data source to store the last 6 weeks of data, and create visualizations that allow viewers to see multiple date ranges, distinct geographic regions, and unique installation types. You always show the latest data without any changes to your visualizations. You want to avoid creating and updating new visualizations each month. What should you do?","Look through the current data and compose a series of charts and tables, one for each possible combination of criteria.",Look through the current data and compose a small set of generalized charts and tables bound to criteria filters that allow value selection.,"Export the data to a spreadsheet, compose a series of charts and tables, one for each possible combination of criteria, and spread them across multiple tabs.","Load the data into relational database tables, write a Google App Engine application that queries all rows, summarizes the data across each criteria, and then renders results using the Google Charts and visualization API.",,,B,single,4,21,https://www.examtopics.com/discussions/google/view/17264-exam-professional-data-engineer-topic-1-question-81/,60,"La réponse correcte est B car elle permet de créer un ensemble restreint de graphiques et de tableaux généralisés qui sont liés à des filtres de critères, permettant ainsi la sélection de valeurs. Cela offre une flexibilité pour visualiser différentes plages de dates, régions géographiques et types d'installation sans avoir à créer de nouvelles visualisations chaque mois. Contrairement à l'option A, qui nécessiterait de créer un graphique pour chaque combinaison possible, l'option B est plus efficace et adaptable. L'option C, qui implique l'exportation vers une feuille de calcul, n'est pas pratique pour des mises à jour dynamiques et rapides. Enfin, l'option D est trop complexe et pourrait introduire des délais inutiles, ce qui ne répond pas aux exigences de rapidité et de mise à jour en temps réel."
301,1,"MJTelco Case Study -

Company Overview -
MJTelco is a startup that plans to build networks in rapidly growing, underserved markets around the world. The company has patents for innovative optical communications hardware. Based on these patents, they can create many reliable, high-speed backbone links with inexpensive hardware.

Company Background -
Founded by experienced telecom executives, MJTelco uses technologies originally developed to overcome communications challenges in space. Fundamental to their operation, they need to create a distributed data infrastructure that drives real-time analysis and incorporates machine learning to continuously optimize their topologies. Because their hardware is inexpensive, they plan to overdeploy the network allowing them to account for the impact of dynamic regional politics on location availability and cost.
Their management and operations teams are situated all around the globe creating many-to-many relationship between data consumers and provides in their system. After careful consideration, they decided public cloud is the perfect environment to support their needs.

Solution Concept -
MJTelco is running a successful proof-of-concept (PoC) project in its labs. They have two primary needs:
✑ Scale and harden their PoC to support significantly more data flows generated when they ramp to more than 50,000 installations.
✑ Refine their machine-learning cycles to verify and improve the dynamic models they use to control topology definition.
MJTelco will also use three separate operating environments `"" development/test, staging, and production `"" to meet the needs of running experiments, deploying new features, and serving production customers.

Business Requirements -
✑ Scale up their production environment with minimal cost, instantiating resources when and where needed in an unpredictable, distributed telecom user community.
✑ Ensure security of their proprietary data to protect their leading-edge machine learning and analysis.
✑ Provide reliable and timely access to data for analysis from distributed research workers
✑ Maintain isolated environments that support rapid iteration of their machine-learning models without affecting their customers.

Technical Requirements -
Ensure secure and efficient transport and storage of telemetry data
Rapidly scale instances to support between 10,000 and 100,000 data providers with multiple flows each.
Allow analysis and presentation against data tables tracking up to 2 years of data storing approximately 100m records/day
Support rapid iteration of monitoring infrastructure focused on awareness of data pipeline problems both in telemetry flows and in production learning cycles.

CEO Statement -
Our business model relies on our patents, analytics and dynamic machine learning. Our inexpensive hardware is organized to be highly reliable, which gives us cost advantages. We need to quickly stabilize our large distributed data pipelines to meet our reliability and capacity commitments.

CTO Statement -
Our public cloud services must operate as advertised. We need resources that scale and keep our data secure. We also need environments in which our data scientists can carefully study and quickly adapt our models. Because we rely on automation to process our data, we also need our development and test environments to work as we iterate.

CFO Statement -
The project is too large for us to maintain the hardware and software required for the data and analysis. Also, we cannot afford to staff an operations team to monitor so many data feeds, so we will rely on automation and infrastructure. Google Cloud's machine learning will allow our quantitative researchers to work on our high-value problems instead of problems with our data pipelines.
Given the record streams MJTelco is interested in ingesting per day, they are concerned about the cost of Google BigQuery increasing. MJTelco asks you to provide a design solution. They require a single large data table called tracking_table. Additionally, they want to minimize the cost of daily queries while performing fine-grained analysis of each day's events. They also want to use streaming ingestion. What should you do?",Create a table called tracking_table and include a DATE column.,Create a partitioned table called tracking_table and include a TIMESTAMP column.,Create sharded tables for each day following the pattern tracking_table_YYYYMMDD.,Create a table called tracking_table with a TIMESTAMP column to represent the day.,,,B,single,4,13,https://www.examtopics.com/discussions/google/view/17263-exam-professional-data-engineer-topic-1-question-82/,61,"La réponse correcte est B. Créer une table partitionnée appelée tracking_table et inclure une colonne TIMESTAMP. En utilisant une table partitionnée, MJTelco peut optimiser les coûts des requêtes en limitant l'analyse aux partitions pertinentes, ce qui est crucial pour gérer de grandes quantités de données tout en minimisant les coûts. La colonne TIMESTAMP permet de partitionner les données par date, facilitant ainsi l'accès et l'analyse des événements quotidiens. Contrairement à l'option C, qui implique la création de tables éclatées pour chaque jour, la partition simplifie la gestion et réduit le coût de stockage. L'option A ne permet pas de partitionner les données, et l'option D ne profite pas des avantages de la partition pour optimiser les requêtes."
302,1,"Flowlogistic Case Study -

Company Overview -
Flowlogistic is a leading logistics and supply chain provider. They help businesses throughout the world manage their resources and transport them to their final destination. The company has grown rapidly, expanding their offerings to include rail, truck, aircraft, and oceanic shipping.

Company Background -
The company started as a regional trucking company, and then expanded into other logistics market. Because they have not updated their infrastructure, managing and tracking orders and shipments has become a bottleneck. To improve operations, Flowlogistic developed proprietary technology for tracking shipments in real time at the parcel level. However, they are unable to deploy it because their technology stack, based on Apache Kafka, cannot support the processing volume. In addition, Flowlogistic wants to further analyze their orders and shipments to determine how best to deploy their resources.

Solution Concept -
Flowlogistic wants to implement two concepts using the cloud:
✑ Use their proprietary technology in a real-time inventory-tracking system that indicates the location of their loads
✑ Perform analytics on all their orders and shipment logs, which contain both structured and unstructured data, to determine how best to deploy resources, which markets to expand info. They also want to use predictive analytics to learn earlier when a shipment will be delayed.

Existing Technical Environment -
Flowlogistic architecture resides in a single data center:
✑ Databases
- 8 physical servers in 2 clusters
- SQL Server `"" user data, inventory, static data
- 3 physical servers
- Cassandra `"" metadata, tracking messages
10 Kafka servers `"" tracking message aggregation and batch insert
✑ Application servers `"" customer front end, middleware for order/customs
- 60 virtual machines across 20 physical servers
- Tomcat `"" Java services
- Nginx `"" static content
- Batch servers
✑ Storage appliances
- iSCSI for virtual machine (VM) hosts
- Fibre Channel storage area network (FC SAN) `"" SQL server storage
Network-attached storage (NAS) image storage, logs, backups
✑ 10 Apache Hadoop /Spark servers
- Core Data Lake
- Data analysis workloads
✑ 20 miscellaneous servers
- Jenkins, monitoring, bastion hosts,

Business Requirements -
✑ Build a reliable and reproducible environment with scaled panty of production.
✑ Aggregate data in a centralized Data Lake for analysis
✑ Use historical data to perform predictive analytics on future shipments
✑ Accurately track every shipment worldwide using proprietary technology
✑ Improve business agility and speed of innovation through rapid provisioning of new resources
✑ Analyze and optimize architecture for performance in the cloud
✑ Migrate fully to the cloud if all other requirements are met

Technical Requirements -
✑ Handle both streaming and batch data
✑ Migrate existing Hadoop workloads
✑ Ensure architecture is scalable and elastic to meet the changing demands of the company.
✑ Use managed services whenever possible
✑ Encrypt data flight and at rest
Connect a VPN between the production data center and cloud environment

SEO Statement -
We have grown so quickly that our inability to upgrade our infrastructure is really hampering further growth and efficiency. We are efficient at moving shipments around the world, but we are inefficient at moving data around.
We need to organize our information so we can more easily understand where our customers are and what they are shipping.

CTO Statement -
IT has never been a priority for us, so as our data has grown, we have not invested enough in our technology. I have a good staff to manage IT, but they are so busy managing our infrastructure that I cannot get them to do the things that really matter, such as organizing our data, building the analytics, and figuring out how to implement the CFO' s tracking technology.

CFO Statement -
Part of our competitive advantage is that we penalize ourselves for late shipments and deliveries. Knowing where out shipments are at all times has a direct correlation to our bottom line and profitability. Additionally, I don't want to commit capital to building out a server environment.
Flowlogistic's management has determined that the current Apache Kafka servers cannot handle the data volume for their real-time inventory tracking system.
You need to build a new system on Google Cloud Platform (GCP) that will feed the proprietary tracking software. The system must be able to ingest data from a variety of global sources, process and query in real-time, and store the data reliably. Which combination of GCP products should you choose?","Cloud Pub/Sub, Cloud Dataflow, and Cloud Storage","Cloud Pub/Sub, Cloud Dataflow, and Local SSD","Cloud Pub/Sub, Cloud SQL, and Cloud Storage","Cloud Load Balancing, Cloud Dataflow, and Cloud Storage","Cloud Dataflow, Cloud SQL, and Cloud Storage",,A,single,5,22,https://www.examtopics.com/discussions/google/view/17262-exam-professional-data-engineer-topic-1-question-83/,61,"La combinaison de Cloud Pub/Sub, Cloud Dataflow et Cloud Storage est la solution appropriée pour répondre aux besoins de Flowlogistic. Cloud Pub/Sub permet l'ingestion de données en temps réel à partir de diverses sources mondiales, assurant une gestion efficace des flux de données. Cloud Dataflow est utilisé pour le traitement et la transformation des données en temps réel, ce qui est essentiel pour le suivi des envois en temps réel. Enfin, Cloud Storage offre une solution de stockage fiable et évolutive pour conserver les données traitées, garantissant ainsi une accessibilité et une durabilité optimales. Les autres choix ne fournissent pas la même combinaison d'ingestion en temps réel, de traitement et de stockage fiable."
303,1,"After migrating ETL jobs to run on BigQuery, you need to verify that the output of the migrated jobs is the same as the output of the original. You've loaded a table containing the output of the original job and want to compare the contents with output from the migrated job to show that they are identical. The tables do not contain a primary key column that would enable you to join them together for comparison.
What should you do?",Select random samples from the tables using the RAND() function and compare the samples.,Select random samples from the tables using the HASH() function and compare the samples.,Use a Dataproc cluster and the BigQuery Hadoop connector to read the data from each table and calculate a hash from non-timestamp columns of the table after sorting. Compare the hashes of each table.,Create stratified random samples using the OVER() function and compare equivalent samples from each table.,,,C,single,4,19,https://www.examtopics.com/discussions/google/view/16835-exam-professional-data-engineer-topic-1-question-84/,61,"La réponse correcte est C. Utiliser un cluster Dataproc et le connecteur Hadoop de BigQuery pour lire les données de chaque table et calculer un hash à partir des colonnes non temporelles après tri. Comparer les hashes de chaque table. Cette méthode est appropriée car elle permet de garantir que toutes les lignes et colonnes sont prises en compte de manière exhaustive, ce qui est essentiel pour vérifier l'identité des tables sans clé primaire. Les choix A et B, qui impliquent la sélection d'échantillons aléatoires, ne garantissent pas une comparaison complète et peuvent manquer des différences subtiles. Le choix D, bien qu'il utilise des échantillons stratifiés, ne garantit pas non plus une comparaison exhaustive de toutes les données."
304,1,"You are a head of BI at a large enterprise company with multiple business units that each have different priorities and budgets. You use on-demand pricing for
BigQuery with a quota of 2K concurrent on-demand slots per project. Users at your organization sometimes don't get slots to execute their query and you need to correct this. You'd like to avoid introducing new projects to your account.
What should you do?",Convert your batch BQ queries into interactive BQ queries.,Create an additional project to overcome the 2K on-demand per-project quota.,Switch to flat-rate pricing and establish a hierarchical priority model for your projects.,Increase the amount of concurrent slots per project at the Quotas page at the Cloud Console.,,,C,single,4,8,https://www.examtopics.com/discussions/google/view/83115-exam-professional-data-engineer-topic-1-question-85/,61,"La réponse correcte est C. Passer à une tarification forfaitaire et établir un modèle de priorité hiérarchique pour vos projets. En utilisant la tarification à la demande, vous êtes limité à un quota de 2 000 slots simultanés par projet, ce qui peut entraîner des problèmes de disponibilité des slots pour exécuter les requêtes. En optant pour la tarification forfaitaire, vous pouvez allouer un nombre fixe de slots dédiés à vos projets, ce qui permet une gestion plus efficace des ressources et évite les limitations de quota. De plus, un modèle de priorité hiérarchique permet de prioriser les projets en fonction de leur importance, optimisant ainsi l'utilisation des ressources disponibles sans avoir besoin de créer de nouveaux projets. Les autres options, comme A et B, ne résolvent pas le problème de gestion des quotas, et l'option D n'est pas possible car le quota de slots simultanés ne peut pas être augmenté directement via la console."
305,1,"You have an Apache Kafka cluster on-prem with topics containing web application logs. You need to replicate the data to Google Cloud for analysis in BigQuery and Cloud Storage. The preferred replication method is mirroring to avoid deployment of Kafka Connect plugins.
What should you do?",Deploy a Kafka cluster on GCE VM Instances. Configure your on-prem cluster to mirror your topics to the cluster running in GCE. Use a Dataproc cluster or Dataflow job to read from Kafka and write to GCS.,Deploy a Kafka cluster on GCE VM Instances with the Pub/Sub Kafka connector configured as a Sink connector. Use a Dataproc cluster or Dataflow job to read from Kafka and write to GCS.,Deploy the Pub/Sub Kafka connector to your on-prem Kafka cluster and configure Pub/Sub as a Source connector. Use a Dataflow job to read from Pub/Sub and write to GCS.,Deploy the Pub/Sub Kafka connector to your on-prem Kafka cluster and configure Pub/Sub as a Sink connector. Use a Dataflow job to read from Pub/Sub and write to GCS.,,,A,single,4,18,https://www.examtopics.com/discussions/google/view/17173-exam-professional-data-engineer-topic-1-question-86/,61,"La réponse correcte est A. Déployer un cluster Kafka sur des instances VM GCE et configurer votre cluster sur site pour refléter vos sujets vers le cluster exécuté sur GCE permet de réaliser la réplication sans utiliser de plugins Kafka Connect, ce qui est conforme à la méthode de réplication préférée mentionnée dans la question. Une fois les données répliquées sur le cluster Kafka dans GCE, vous pouvez utiliser un cluster Dataproc ou un job Dataflow pour lire les données de Kafka et les écrire dans Google Cloud Storage (GCS), facilitant ainsi l'analyse ultérieure dans BigQuery. Les autres options (B, C, D) impliquent l'utilisation de connecteurs Kafka Pub/Sub, ce qui va à l'encontre de la préférence pour le mirroring sans déploiement de plugins Kafka Connect."
306,1,"You've migrated a Hadoop job from an on-prem cluster to dataproc and GCS. Your Spark job is a complicated analytical workload that consists of many shuffling operations and initial data are parquet files (on average 200-400 MB size each). You see some degradation in performance after the migration to Dataproc, so you'd like to optimize for it. You need to keep in mind that your organization is very cost-sensitive, so you'd like to continue using Dataproc on preemptibles (with 2 non-preemptible workers only) for this workload.
What should you do?",Increase the size of your parquet files to ensure them to be 1 GB minimum.,Switch to TFRecords formats (appr. 200MB per file) instead of parquet files.,"Switch from HDDs to SSDs, copy initial data from GCS to HDFS, run the Spark job and copy results back to GCS.","Switch from HDDs to SSDs, override the preemptible VMs configuration to increase the boot disk size.",,,D,single,4,65,https://www.examtopics.com/discussions/google/view/16572-exam-professional-data-engineer-topic-1-question-87/,62,"La réponse correcte est D. Passer des disques durs (HDD) aux disques SSD et augmenter la taille du disque de démarrage des VM préemptibles peut améliorer les performances des tâches Spark qui impliquent de nombreuses opérations de shuffle. Les SSD offrent des vitesses d'entrée/sortie plus rapides que les HDD, ce qui est crucial pour les opérations de shuffle intensives en E/S. Bien que l'option C suggère également l'utilisation de SSD, elle implique des étapes supplémentaires de copie de données qui peuvent ajouter de la complexité et du temps. Les options A et B ne ciblent pas directement les problèmes de performance liés aux opérations de shuffle et à l'I/O, ce qui les rend moins efficaces pour cette situation spécifique."
307,1,"Your team is responsible for developing and maintaining ETLs in your company. One of your Dataflow jobs is failing because of some errors in the input data, and you need to improve reliability of the pipeline (incl. being able to reprocess all failing data).
What should you do?","Add a filtering step to skip these types of errors in the future, extract erroneous rows from logs.","Add a tryג€¦ catch block to your DoFn that transforms the data, extract erroneous rows from logs.","Add a tryג€¦ catch block to your DoFn that transforms the data, write erroneous rows to Pub/Sub PubSub directly from the DoFn.","Add a tryג€¦ catch block to your DoFn that transforms the data, use a sideOutput to create a PCollection that can be stored to Pub/Sub later.",,,D,single,4,17,https://www.examtopics.com/discussions/google/view/79771-exam-professional-data-engineer-topic-1-question-88/,62,"La réponse correcte est D. L'utilisation d'un bloc try...catch dans votre DoFn permet de gérer les erreurs au moment de la transformation des données. En utilisant un sideOutput, vous pouvez créer une PCollection distincte pour les lignes erronées, ce qui vous permet de les stocker et de les traiter ultérieurement, par exemple en les envoyant à Pub/Sub. Cela améliore la fiabilité du pipeline en permettant la réexécution des données défaillantes sans interrompre le flux principal. Les autres options, comme A, B, et C, ne fournissent pas un mécanisme aussi efficace pour isoler et traiter les erreurs de manière structurée et réutilisable."
308,1,"You're training a model to predict housing prices based on an available dataset with real estate properties. Your plan is to train a fully connected neural net, and you've discovered that the dataset contains latitude and longitude of the property. Real estate professionals have told you that the location of the property is highly influential on price, so you'd like to engineer a feature that incorporates this physical dependency.
What should you do?",Provide latitude and longitude as input vectors to your neural net.,Create a numeric column from a feature cross of latitude and longitude.,"Create a feature cross of latitude and longitude, bucketize it at the minute level and use L1 regularization during optimization.","Create a feature cross of latitude and longitude, bucketize it at the minute level and use L2 regularization during optimization.",,,C,single,4,19,https://www.examtopics.com/discussions/google/view/79337-exam-professional-data-engineer-topic-1-question-89/,62,"La réponse correcte est C. Créer un croisement de caractéristiques de latitude et de longitude, les regrouper au niveau de la minute et utiliser la régularisation L1 pendant l'optimisation. Cette approche permet de capturer les interactions complexes entre la latitude et la longitude qui influencent fortement le prix de l'immobilier. En regroupant les données au niveau de la minute, on obtient une granularité suffisante pour modéliser les variations locales de prix. L'utilisation de la régularisation L1 aide à réduire le surajustement en imposant une pénalité qui favorise les modèles plus simples et plus interprétables, en éliminant les caractéristiques non pertinentes. Les autres options, comme A et B, ne capturent pas aussi efficacement les interactions complexes, et l'option D utilise la régularisation L2, qui est moins efficace pour la sélection de caractéristiques."
309,1,"Your company is using WILDCARD tables to query data across multiple tables with similar names. The SQL statement is currently failing with the following error:
//IMG//

Which table name will make the SQL statement work correctly?",'bigquery-public-data.noaa_gsod.gsod',bigquery-public-data.noaa_gsod.gsod*,'bigquery-public-data.noaa_gsod.gsod'*,'bigquery-public-data.noaa_gsod.gsod*`,,,D,single,4,19,https://www.examtopics.com/discussions/google/view/79679-exam-professional-data-engineer-topic-1-question-9/,62,"La réponse correcte est D. 'bigquery-public-data.noaa_gsod.gsod*` parce que, pour utiliser les tables WILDCARD dans BigQuery, il est nécessaire d'inclure un astérisque (*) à la fin du nom de la table pour indiquer que plusieurs tables avec des noms similaires doivent être interrogées. Les guillemets simples autour du nom de la table avec l'astérisque sont également nécessaires pour que BigQuery interprète correctement le caractère spécial. Les autres choix, tels que B. bigquery-public-data.noaa_gsod.gsod* sans guillemets, ne fonctionneraient pas car ils ne respectent pas la syntaxe requise pour les tables WILDCARD."
310,1,"You are deploying MariaDB SQL databases on GCE VM Instances and need to configure monitoring and alerting. You want to collect metrics including network connections, disk IO and replication status from MariaDB with minimal development effort and use StackDriver for dashboards and alerts.
What should you do?",Install the OpenCensus Agent and create a custom metric collection application with a StackDriver exporter.,Place the MariaDB instances in an Instance Group with a Health Check.,Install the StackDriver Logging Agent and configure fluentd in_tail plugin to read MariaDB logs.,Install the StackDriver Agent and configure the MySQL plugin.,,,D,single,4,27,https://www.examtopics.com/discussions/google/view/17260-exam-professional-data-engineer-topic-1-question-90/,62,"La réponse correcte est D. Installer l'agent StackDriver et configurer le plugin MySQL. Cela est approprié car StackDriver Monitoring, maintenant connu sous le nom de Google Cloud Monitoring, offre un plugin MySQL qui est compatible avec MariaDB, permettant ainsi de collecter des métriques spécifiques à la base de données telles que les connexions réseau, les entrées/sorties de disque et l'état de la réplication sans effort de développement supplémentaire. Les autres options, comme A, nécessitent un développement personnalisé, tandis que B et C ne fournissent pas les métriques spécifiques nécessaires pour MariaDB. L'option D permet une intégration directe et efficace avec les tableaux de bord et alertes de StackDriver."
311,1,"You work for a bank. You have a labelled dataset that contains information on already granted loan application and whether these applications have been defaulted. You have been asked to train a model to predict default rates for credit applicants.
What should you do?",Increase the size of the dataset by collecting additional data.,Train a linear regression to predict a credit default risk score.,Remove the bias from the data and collect applications that have been declined loans.,Match loan applicants with their social profiles to enable feature engineering.,,,B,single,4,41,https://www.examtopics.com/discussions/google/view/17256-exam-professional-data-engineer-topic-1-question-91/,63,"La réponse correcte est B. Entraîner une régression linéaire pour prédire un score de risque de défaut de crédit est approprié car vous avez un ensemble de données étiqueté avec des informations sur les défauts de paiement. Une régression linéaire peut être utilisée pour modéliser la relation entre les caractéristiques des demandes de prêt et le risque de défaut, permettant ainsi de prédire un score de risque. Les autres choix ne sont pas directement pertinents pour la tâche : A implique l'augmentation de la taille des données, ce qui n'est pas nécessaire si les données actuelles sont suffisantes ; C suggère de collecter des données biaisées, ce qui pourrait fausser le modèle ; et D, bien que potentiellement utile pour l'ingénierie des caractéristiques, n'est pas essentiel pour le modèle de base."
312,1,"You need to migrate a 2TB relational database to Google Cloud Platform. You do not have the resources to significantly refactor the application that uses this database and cost to operate is of primary concern.
Which service do you select for storing and serving your data?",Cloud Spanner,Cloud Bigtable,Cloud Firestore,Cloud SQL,,,D,single,4,11,https://www.examtopics.com/discussions/google/view/17257-exam-professional-data-engineer-topic-1-question-92/,63,"Cloud SQL est le choix approprié pour migrer une base de données relationnelle de 2 To vers Google Cloud Platform, surtout lorsque le coût opérationnel est une préoccupation majeure. Cloud SQL est un service de base de données relationnelle entièrement géré qui prend en charge MySQL, PostgreSQL et SQL Server, ce qui facilite la migration sans nécessiter de refactorisation significative de l'application existante. Contrairement à Cloud Spanner, qui est conçu pour des charges de travail massivement évolutives et peut être plus coûteux, Cloud SQL offre une solution plus économique pour des bases de données de taille modérée. Cloud Bigtable et Cloud Firestore sont des bases de données NoSQL, ce qui ne convient pas à une base de données relationnelle sans refactorisation importante."
313,1,"You're using Bigtable for a real-time application, and you have a heavy load that is a mix of read and writes. You've recently identified an additional use case and need to perform hourly an analytical job to calculate certain statistics across the whole database. You need to ensure both the reliability of your production application as well as the analytical workload.
What should you do?",Export Bigtable dump to GCS and run your analytical job on top of the exported files.,"Add a second cluster to an existing instance with a multi-cluster routing, use live-traffic app profile for your regular workload and batch-analytics profile for the analytics workload.","Add a second cluster to an existing instance with a single-cluster routing, use live-traffic app profile for your regular workload and batch-analytics profile for the analytics workload.",Increase the size of your existing cluster twice and execute your analytics workload on your new resized cluster.,,,C,single,4,25,https://www.examtopics.com/discussions/google/view/79773-exam-professional-data-engineer-topic-1-question-93/,63,"La réponse correcte est C. Ajouter un deuxième cluster à une instance existante avec un routage à cluster unique, en utilisant un profil d'application pour le trafic en direct et un autre pour l'analyse par lots, permet de séparer les charges de travail de production et d'analyse. Cela garantit que l'application en temps réel n'est pas affectée par les charges analytiques lourdes, car chaque cluster peut être optimisé pour son type de charge spécifique. Le routage à cluster unique permet de diriger les requêtes analytiques vers le cluster dédié, évitant ainsi toute perturbation du cluster principal utilisé pour les opérations en temps réel. Les autres options, comme A et D, ne fournissent pas une séparation claire des charges de travail, et B pourrait entraîner une surcharge si le routage n'est pas correctement géré."
314,1,You are designing an Apache Beam pipeline to enrich data from Cloud Pub/Sub with static reference data from BigQuery. The reference data is small enough to fit in memory on a single worker. The pipeline should write enriched results to BigQuery for analysis. Which job type and transforms should this pipeline use?,"Batch job, PubSubIO, side-inputs","Streaming job, PubSubIO, JdbcIO, side-outputs","Streaming job, PubSubIO, BigQueryIO, side-inputs","Streaming job, PubSubIO, BigQueryIO, side-outputs",,,C,single,4,21,https://www.examtopics.com/discussions/google/view/16841-exam-professional-data-engineer-topic-1-question-94/,63,"La réponse correcte est C. Streaming job, PubSubIO, BigQueryIO, side-inputs. Dans ce scénario, un travail de streaming est approprié car les données proviennent de Cloud Pub/Sub, qui est une source de données en continu. PubSubIO est utilisé pour lire les données de Pub/Sub. BigQueryIO est utilisé pour écrire les résultats enrichis dans BigQuery. Les side-inputs sont nécessaires pour intégrer les données de référence statiques de BigQuery dans le flux de données, permettant ainsi d'enrichir chaque élément de données en temps réel. Les autres options ne conviennent pas car elles mentionnent des concepts inappropriés comme JdbcIO ou side-outputs, qui ne sont pas pertinents pour ce cas d'utilisation."
315,1,You have a data pipeline that writes data to Cloud Bigtable using well-designed row keys. You want to monitor your pipeline to determine when to increase the size of your Cloud Bigtable cluster. Which two actions can you take to accomplish this? (Choose two.),Review Key Visualizer metrics. Increase the size of the Cloud Bigtable cluster when the Read pressure index is above 100.,Review Key Visualizer metrics. Increase the size of the Cloud Bigtable cluster when the Write pressure index is above 100.,Monitor the latency of write operations. Increase the size of the Cloud Bigtable cluster when there is a sustained increase in write latency.,Monitor storage utilization. Increase the size of the Cloud Bigtable cluster when utilization increases above 70% of max capacity.,Monitor latency of read operations. Increase the size of the Cloud Bigtable cluster of read operations take longer than 100 ms.,,C|D,multiple,5,24,https://www.examtopics.com/discussions/google/view/16842-exam-professional-data-engineer-topic-1-question-95/,63,"Les réponses correctes sont C et D. Surveiller la latence des opérations d'écriture (C) est crucial car une augmentation soutenue de la latence peut indiquer que le cluster atteint ses limites de capacité de traitement, nécessitant ainsi une augmentation de taille pour maintenir des performances optimales. De plus, surveiller l'utilisation du stockage (D) est essentiel, car lorsque l'utilisation dépasse 70 % de la capacité maximale, cela peut signaler que le cluster est proche de sa pleine capacité, ce qui pourrait affecter les performances et la fiabilité. Les autres options, comme les indices de pression de lecture et d'écriture (A et B), ne sont pas directement liées à la nécessité d'augmenter la taille du cluster, et la latence des opérations de lecture (E) n'est pas un indicateur direct de la nécessité d'augmenter la taille du cluster."
